            age,Hours_Studied,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
27,Medium,Yes,5,69,Medium,Yes,Medium,Public,2,No,Postgraduate,Moderate,Male,73
3,Medium,Yes,7,68,Medium,Yes,High,Private,3,No,High School,Near,Female,65
20,Medium,Yes,8,73,Medium,Yes,High,Public,3,No,High School,Moderate,Male,65
19,High,No,9,84,Low,Yes,Medium,Public,3,No,,Moderate,Female,64
17,Medium,Yes,6,89,High,Yes,Low,Public,4,No,Postgraduate,Near,Male,69
30,Medium,No,4,83,Low,Yes,High,Public,3,No,Postgraduate,Near,Female,74
15,High,Yes,8,51,High,Yes,High,Public,2,No,High School,Moderate,Female,68
25,Low,No,8,95,Medium,Yes,Medium,Public,4,No,Postgraduate,Moderate,Female,65
22,Medium,Yes,5,79,Medium,No,High,Public,5,No,High School,Moderate,Male,72
28,Medium,Yes,7,96,Medium,Yes,Medium,Public,4,No,High School,Near,Male,71
16,High,No,7,98,Medium,Yes,Low,Public,4,No,High School,Moderate,Female,69
16,Low,Yes,8,73,Low,Yes,Low,Public,1,No,College,Near,Male,67
27,Medium,Yes,6,96,Low,Yes,Medium,Public,3,No,Postgraduate,Moderate,Male,71
23,Low,Yes,6,68,High,Yes,Medium,Public,3,Yes,College,Far,Male,68
11,Low,No,7,63,High,Yes,High,Public,2,No,,Far,Female,63
17,High,No,5,54,Low,Yes,High,Public,2,No,College,Moderate,Female,69
22,Medium,No,10,73,Medium,Yes,Low,Public,4,Yes,College,Near,Female,68
25,High,Yes,8,84,Low,Yes,High,Public,4,No,College,Moderate,Male,73
16,Medium,Yes,6,99,Medium,Yes,High,Public,2,No,High School,Near,Male,69
3,Medium,Yes,5,76,Medium,Yes,Medium,Private,4,No,High School,Moderate,Female,58
23,High,No,5,87,Medium,Yes,High,Private,3,No,High School,Near,Male,65
13,Medium,Yes,8,95,Medium,Yes,Low,Private,4,No,High School,Moderate,Male,63
8,Low,No,5,77,Low,Yes,Medium,Public,2,No,College,,Male,59
3,Medium,Yes,7,58,Medium,Yes,Medium,Private,2,No,High School,Moderate,Male,58
25,Medium,Yes,4,92,High,Yes,Low,Private,2,Yes,High School,Near,Male,66
21,Medium,Yes,8,79,Medium,Yes,Low,Private,4,No,High School,Near,Male,67
19,High,Yes,8,88,Medium,No,Low,Public,3,No,College,Moderate,Male,67
28,High,No,7,83,Low,Yes,High,Private,4,No,High School,Moderate,Male,67
24,High,Yes,7,53,Medium,Yes,Medium,Public,6,No,Postgraduate,Near,Female,65
30,High,Yes,8,58,High,Yes,Low,Public,1,No,College,Near,Male,71
12,Medium,Yes,7,64,High,Yes,High,Public,3,No,High School,Near,Male,66
20,Medium,Yes,8,64,Medium,Yes,High,Private,2,No,High School,Moderate,Female,68
10,Medium,Yes,5,92,Medium,Yes,Low,Private,4,Yes,High School,Far,Female,65
19,High,No,8,80,Medium,Yes,Medium,Private,3,No,College,Moderate,Male,71
19,Medium,Yes,7,54,Low,Yes,Low,Private,4,No,High School,Near,Female,64
24,Medium,Yes,9,69,High,Yes,Medium,Public,3,No,Postgraduate,Near,Male,72
20,Low,No,7,78,Low,Yes,High,Public,2,No,High School,Far,Male,69
24,Medium,No,7,63,Medium,Yes,Low,Public,3,No,High School,Near,Male,70
24,Medium,Yes,6,52,Medium,Yes,Medium,Private,4,No,High School,Near,Male,66
33,Medium,No,9,69,Medium,No,Medium,Public,3,No,College,Near,Female,70
18,High,No,4,73,Low,Yes,Medium,Private,2,No,Postgraduate,Moderate,Male,62
14,Low,Yes,8,95,Medium,Yes,Low,Private,3,No,Postgraduate,Moderate,Male,66
21,High,No,7,95,Low,Yes,Low,Public,1,No,High School,Near,Female,70
15,Low,Yes,7,75,Low,Yes,Medium,Public,1,No,Postgraduate,Moderate,Male,63
29,High,Yes,7,74,Medium,Yes,Medium,Public,4,Yes,High School,Near,Female,73
18,Medium,Yes,7,82,High,Yes,Medium,Public,4,No,Postgraduate,Near,Female,70
17,High,No,8,63,Low,Yes,Low,Private,5,No,High School,Near,Male,71
17,Low,No,6,64,Medium,Yes,Medium,Private,4,No,High School,Near,Female,65
24,Medium,Yes,7,50,Medium,Yes,High,Private,2,No,Postgraduate,Near,Male,64
19,High,Yes,8,54,Medium,Yes,Low,Private,4,No,High School,Moderate,Male,66
16,Low,Yes,6,59,High,Yes,Low,Public,3,No,Postgraduate,Near,Male,82
30,Low,Yes,8,82,Low,Yes,Low,Public,3,No,Postgraduate,Near,Female,68
15,Medium,No,8,61,High,Yes,Medium,Public,4,No,High School,Near,Female,67
20,Low,Yes,6,56,High,Yes,Medium,Private,5,No,College,Near,Male,68
24,Low,Yes,5,81,Medium,Yes,Low,Private,3,Yes,High School,Near,Male,69
10,Medium,Yes,6,83,Medium,Yes,Medium,Public,4,No,High School,Near,Male,63
23,Medium,No,7,53,High,Yes,High,Public,3,No,High School,Moderate,Female,66
14,Medium,No,7,89,High,No,Medium,Private,2,No,Postgraduate,Far,Female,68
25,High,Yes,9,80,Medium,Yes,Medium,Public,3,No,College,Moderate,Female,71
14,Medium,Yes,6,70,High,Yes,High,Public,3,No,College,Near,Female,69
24,Low,Yes,6,99,Medium,Yes,Medium,Public,2,No,Postgraduate,Far,Female,70
27,Medium,No,8,51,High,Yes,High,Public,2,No,College,Near,Male,70
25,Medium,Yes,6,77,Low,Yes,Low,Private,4,No,Postgraduate,Near,Male,73
22,Medium,Yes,6,58,Medium,Yes,Low,Private,4,No,High School,Near,Female,68
19,Medium,Yes,6,66,Medium,Yes,High,Public,3,No,High School,Near,Male,65
17,High,Yes,4,57,Medium,Yes,Medium,Public,4,No,High School,Moderate,Male,72
29,High,Yes,8,83,Medium,Yes,Low,Private,4,Yes,High School,Near,Female,67
16,Low,Yes,8,70,High,Yes,Low,Public,4,No,College,Near,Female,68
14,Medium,Yes,8,99,Low,Yes,High,Public,3,No,High School,Near,Male,69
24,Medium,Yes,10,83,Low,Yes,Medium,Public,4,No,College,Moderate,Female,70
15,High,Yes,9,96,Medium,Yes,Medium,Public,2,No,High School,Moderate,Female,69
14,High,Yes,6,62,Medium,Yes,Medium,Private,2,No,High School,Near,Male,68
11,Medium,No,9,66,Medium,No,Low,Private,2,No,High School,Moderate,Male,65
17,Medium,Yes,7,68,Medium,Yes,Low,Public,4,No,College,Moderate,Male,70
20,Medium,Yes,6,92,High,Yes,Low,Private,4,No,College,Near,Male,65
21,Medium,No,6,61,Medium,Yes,Low,Private,3,No,High School,Moderate,Female,61
26,Medium,No,7,97,Medium,Yes,High,Private,2,No,High School,Near,Male,69
23,Medium,Yes,7,52,Medium,Yes,Medium,Public,4,No,High School,Near,Male,67
19,Medium,Yes,9,94,Medium,Yes,Low,Public,3,No,High School,Moderate,Male,65
19,Medium,No,8,73,High,Yes,Medium,Private,3,No,High School,Near,Male,63
23,Medium,Yes,6,76,Medium,Yes,Medium,Private,4,No,High School,Near,Male,67
28,High,No,5,100,Medium,Yes,Medium,Private,5,No,High School,Moderate,Female,76
21,Medium,No,8,94,Medium,Yes,Medium,Public,3,No,College,Near,Male,70
17,Medium,Yes,8,95,Low,Yes,Low,Private,4,No,Postgraduate,Near,Female,67
14,High,Yes,9,79,Low,Yes,Low,Private,4,No,College,Near,Female,66
11,Medium,Yes,7,98,Low,Yes,Low,Public,2,No,High School,Near,Male,65
24,Low,No,8,84,High,Yes,Low,Public,1,No,College,Near,Female,65
23,Low,No,8,91,Medium,Yes,Low,Public,3,No,High School,Far,Female,63
23,Medium,Yes,5,86,Medium,Yes,Medium,Public,3,Yes,,Near,Male,74
19,Low,Yes,7,89,High,Yes,High,Private,3,No,College,Moderate,Male,72
28,High,No,8,82,Low,Yes,High,Public,4,No,High School,Near,Female,68
17,Medium,No,8,86,High,Yes,Medium,Public,4,No,High School,Moderate,Female,62
26,Low,No,7,72,Medium,Yes,Low,Private,3,No,College,Far,Male,65
20,High,Yes,10,85,Medium,Yes,High,Private,3,No,High School,Near,Male,69
16,Medium,Yes,10,64,Medium,Yes,High,Public,2,No,High School,Moderate,Male,61
24,Medium,Yes,7,82,High,Yes,Medium,Private,4,No,High School,Far,Male,67
22,Medium,No,7,76,Medium,Yes,Medium,Public,4,No,High School,Near,Male,66
22,Low,Yes,8,95,Medium,Yes,Low,Private,2,No,High School,Near,Male,70
20,Medium,No,7,84,Low,Yes,High,Public,3,No,Postgraduate,Moderate,Male,72
20,High,Yes,9,80,Medium,Yes,Low,Private,3,No,Postgraduate,Moderate,Male,69
34,Low,Yes,5,66,Medium,Yes,Low,Private,3,No,High School,Near,Male,68
27,Medium,No,7,93,Medium,Yes,Medium,Public,2,No,College,Near,Male,74
24,High,No,8,53,High,Yes,Low,Private,3,Yes,High School,Near,Male,70
21,Medium,Yes,9,95,High,Yes,Medium,Private,4,No,High School,Near,Male,67
26,Medium,Yes,5,83,Medium,Yes,Medium,Private,2,No,High School,Moderate,Female,68
23,High,No,6,59,Medium,Yes,High,Private,1,No,Postgraduate,Near,Female,69
20,High,No,4,95,Medium,Yes,Medium,Public,4,No,High School,Near,Male,66
18,Medium,No,6,66,High,Yes,Medium,Public,3,No,College,Moderate,Male,66
20,High,Yes,5,58,Medium,Yes,Medium,Public,3,No,High School,Near,Male,68
1,Medium,Yes,8,66,Medium,Yes,Low,Public,2,No,College,Near,Male,60
21,High,No,7,98,High,Yes,High,Public,4,Yes,Postgraduate,Near,Male,69
17,High,No,7,88,Medium,Yes,Medium,Public,1,Yes,High School,Near,Male,66
30,Medium,Yes,7,96,Medium,Yes,Medium,Private,3,No,Postgraduate,Near,Female,77
20,Medium,No,9,65,Low,Yes,High,Public,5,No,College,Near,Male,63
13,Medium,Yes,5,54,Medium,Yes,High,Public,3,Yes,College,Near,Male,66
20,High,Yes,4,78,Medium,No,High,Private,4,No,High School,Moderate,Female,64
14,High,No,8,74,Medium,Yes,Low,Private,4,No,Postgraduate,Moderate,Female,63
23,Low,Yes,6,86,Medium,Yes,High,Public,4,No,High School,Near,Male,68
22,High,No,5,77,Medium,Yes,High,Private,2,No,College,Near,Male,65
26,High,Yes,8,70,Low,Yes,Medium,Private,4,Yes,Postgraduate,Moderate,Male,65
15,High,Yes,4,50,Low,Yes,Medium,Public,1,No,College,Near,Male,64
20,High,Yes,6,73,Medium,Yes,High,Public,3,No,College,Far,Male,68
12,Low,Yes,4,56,Medium,Yes,Low,Private,2,No,High School,Far,Male,62
24,Medium,Yes,7,96,Medium,Yes,Low,Public,3,No,High School,Near,Male,67
23,High,Yes,9,96,High,Yes,Medium,Private,1,No,College,Near,Female,73
23,High,Yes,6,90,Medium,Yes,High,Private,3,No,High School,Near,Female,69
20,Medium,No,6,58,Low,Yes,Low,Private,2,No,Postgraduate,Near,Male,65
22,Medium,Yes,10,57,Medium,Yes,Medium,Private,3,No,High School,Far,Male,66
30,High,No,8,78,Medium,Yes,Medium,Public,2,No,College,Far,Male,73
18,High,Yes,10,86,Medium,Yes,Medium,Public,3,No,High School,Near,Male,72
21,Medium,Yes,7,95,Low,Yes,High,Public,1,No,High School,Near,Male,72
13,Low,Yes,7,95,Medium,Yes,Low,Private,1,No,High School,Near,Female,61
15,High,Yes,9,58,Low,Yes,Low,Private,3,No,High School,Near,Female,69
21,High,No,7,100,Medium,Yes,High,Private,2,No,Postgraduate,Moderate,Female,66
27,High,No,7,58,Medium,Yes,High,Public,3,No,Postgraduate,Far,Female,74
18,High,Yes,4,92,Medium,Yes,Low,Public,4,Yes,College,Near,Female,64
19,Medium,Yes,10,79,Medium,Yes,Medium,Public,2,No,High School,Near,Female,66
18,High,Yes,8,84,Medium,No,Medium,Public,3,No,College,Near,Female,64
17,High,No,7,80,Low,Yes,Medium,Private,4,No,High School,Near,Male,66
22,Medium,No,8,93,Medium,Yes,High,Private,5,No,High School,Near,Male,72
11,High,Yes,5,82,High,Yes,Medium,Private,2,No,Postgraduate,Near,Male,71
28,High,Yes,6,92,Medium,Yes,Medium,Public,3,Yes,High School,Near,Female,70
16,High,Yes,8,58,Low,Yes,Low,Public,3,No,College,Moderate,Male,67
24,Medium,No,7,93,Low,Yes,Low,Public,2,Yes,Postgraduate,Near,Male,71
12,Medium,No,8,100,Medium,Yes,High,Public,3,Yes,College,Near,Male,63
24,Medium,No,7,83,Low,Yes,Medium,Public,2,No,College,Moderate,Female,64
24,Medium,Yes,8,99,Medium,Yes,Low,Public,1,No,High School,Moderate,Male,64
22,Medium,No,5,61,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Female,65
14,Medium,Yes,9,91,High,Yes,Medium,Public,4,No,High School,Near,Female,65
21,Medium,No,6,58,Medium,Yes,Low,Private,3,No,College,Moderate,Female,62
13,High,Yes,7,76,Medium,Yes,Low,Private,5,No,High School,Near,Male,65
18,Medium,No,6,83,Low,Yes,Medium,Private,2,No,High School,Near,Male,64
26,Medium,Yes,7,83,Low,Yes,Low,Public,3,No,Postgraduate,Near,Male,74
25,Medium,Yes,7,84,Low,Yes,High,Public,1,No,High School,Near,Male,67
20,Low,No,8,66,Low,Yes,High,Public,2,No,Postgraduate,Near,Male,66
14,High,No,8,99,Medium,No,Medium,Public,4,No,Postgraduate,Near,Female,70
24,Medium,No,8,50,Medium,Yes,Medium,Public,2,No,Postgraduate,Moderate,Male,68
20,Medium,No,6,81,Medium,Yes,High,Public,1,No,,Moderate,Female,64
6,Medium,No,8,93,Low,Yes,Low,Private,1,Yes,High School,Far,Female,58
25,Medium,Yes,7,95,Low,Yes,High,Public,4,Yes,College,Near,Male,65
20,Medium,Yes,7,86,Medium,Yes,Medium,Public,5,No,High School,Near,Female,68
27,Low,No,8,79,Medium,Yes,Low,Private,1,Yes,Postgraduate,Moderate,Female,64
13,Medium,No,5,73,Low,Yes,Low,Public,4,No,High School,Near,Male,66
1,Medium,Yes,4,72,High,Yes,Medium,Private,2,No,College,Near,Male,92
22,High,Yes,9,71,Medium,Yes,High,Public,4,No,High School,Near,Male,69
22,Medium,No,7,85,Low,Yes,Low,Public,2,No,College,Near,Male,68
10,Medium,No,8,87,Low,Yes,Medium,Public,4,Yes,High School,Near,Female,63
14,Low,Yes,6,76,Medium,No,Low,Public,3,No,High School,Near,Male,64
37,Medium,Yes,9,87,Medium,No,Low,Public,2,No,College,Far,Female,68
18,Medium,No,8,76,High,Yes,Low,Public,2,No,High School,Near,Male,67
24,Low,Yes,7,55,Medium,Yes,High,Public,2,No,Postgraduate,Far,Male,68
16,Medium,Yes,7,93,Medium,Yes,Low,Public,2,No,,Moderate,Male,66
7,Medium,Yes,4,94,Medium,Yes,Medium,Private,4,No,Postgraduate,Near,Male,66
19,Medium,Yes,8,63,Medium,Yes,Low,Public,2,No,High School,Moderate,Male,68
18,Medium,Yes,9,89,Low,Yes,Medium,Private,3,No,High School,Moderate,Male,64
18,High,Yes,7,76,Medium,Yes,Medium,Private,3,Yes,College,Near,Female,63
19,Medium,Yes,7,56,Medium,Yes,Low,Private,4,No,High School,Near,Female,62
22,Medium,No,7,70,High,Yes,Low,Private,2,No,High School,Near,Male,66
19,High,Yes,9,54,Medium,Yes,Low,Public,2,No,Postgraduate,Moderate,Male,65
12,Medium,Yes,9,89,Medium,Yes,Low,Private,3,No,High School,Near,Male,66
23,Medium,Yes,6,60,Medium,Yes,Low,Private,4,No,High School,Near,Male,66
8,Medium,Yes,8,58,High,Yes,High,Public,2,No,College,Near,Female,69
8,Low,Yes,7,60,Medium,Yes,High,Private,3,No,Postgraduate,Near,Female,67
24,Medium,No,8,61,Medium,Yes,Medium,Private,3,No,High School,Near,Female,75
23,High,Yes,6,84,High,Yes,Low,Public,3,No,Postgraduate,Near,Male,73
20,Medium,Yes,9,82,High,Yes,Low,Public,5,No,College,Moderate,Female,66
12,Medium,No,8,56,Low,Yes,Medium,Public,4,No,College,Moderate,Male,61
16,Medium,Yes,9,86,Medium,Yes,Low,Private,4,No,High School,Moderate,Female,68
18,Medium,Yes,5,67,High,No,Medium,Public,4,No,College,Near,Male,67
10,Medium,No,5,73,Medium,Yes,Medium,Public,3,No,High School,Moderate,Male,66
16,Medium,No,10,56,Medium,Yes,High,Public,2,No,High School,Near,Female,69
24,Medium,No,9,85,Low,Yes,Low,Public,4,No,High School,Near,Male,69
29,Medium,Yes,6,69,Medium,Yes,Low,Private,1,No,College,Far,Female,67
17,High,No,8,82,Medium,Yes,Medium,Public,4,No,High School,Near,Female,65
25,Medium,No,6,71,Low,Yes,High,Public,2,No,High School,Near,Male,63
9,Medium,Yes,4,52,Low,Yes,High,Public,2,No,Postgraduate,Near,Female,63
24,Medium,No,4,85,Low,No,Low,Public,2,No,High School,Near,Male,66
15,Medium,Yes,7,78,Low,Yes,Medium,Public,4,No,High School,Moderate,Male,66
22,Medium,Yes,9,72,Low,Yes,Medium,Public,4,No,College,Near,Female,69
19,High,Yes,9,60,High,Yes,Medium,Public,4,No,Postgraduate,Moderate,Female,72
28,Medium,Yes,9,81,Low,Yes,Low,Public,3,No,High School,Near,Male,70
15,Medium,Yes,8,64,Medium,Yes,Low,Public,1,No,College,Near,Male,68
24,High,Yes,7,71,Low,Yes,Low,Public,3,No,High School,Near,Male,66
18,Low,Yes,9,53,Medium,Yes,Low,Public,3,No,College,Moderate,Female,67
19,High,No,4,89,Medium,Yes,Low,Public,5,Yes,Postgraduate,Moderate,Female,68
19,Medium,Yes,8,55,Medium,No,Medium,Private,4,No,High School,Near,Male,62
15,Medium,No,5,95,High,Yes,Medium,Private,2,Yes,College,Near,Female,64
20,High,Yes,6,93,Low,Yes,High,Public,1,No,College,Far,Male,71
20,High,No,8,99,Medium,Yes,Medium,Public,4,No,College,Near,Male,65
21,Medium,Yes,8,95,High,Yes,Medium,Public,2,No,Postgraduate,Near,Female,69
21,Medium,No,6,99,Medium,No,Low,Public,5,No,High School,Near,Male,65
25,Medium,No,8,94,High,Yes,Medium,Public,4,No,High School,Near,Male,71
26,Low,No,8,56,Low,Yes,High,Public,2,No,College,Near,Female,69
14,High,Yes,7,72,High,No,Medium,Private,3,No,College,Near,Male,65
25,Low,Yes,7,54,Medium,Yes,Medium,Public,1,No,College,Moderate,Male,66
13,Medium,Yes,10,77,Low,Yes,Medium,Private,3,No,College,Moderate,Female,68
24,High,Yes,7,76,Medium,Yes,Medium,Private,2,No,High School,Moderate,Female,72
24,High,Yes,7,96,Medium,Yes,Medium,Public,3,No,High School,Near,Female,74
9,Medium,No,7,98,Low,Yes,Low,Public,2,No,High School,Near,Male,64
21,High,Yes,7,63,Medium,Yes,Medium,Public,3,No,High School,Moderate,Male,64
17,Medium,Yes,8,79,Low,No,Low,Public,4,Yes,Postgraduate,Far,Female,63
15,High,No,9,73,High,Yes,Low,Private,2,No,High School,Near,Male,66
28,Medium,Yes,7,77,Medium,Yes,High,Public,2,No,High School,Near,Male,67
16,High,Yes,6,77,Low,Yes,Medium,Public,5,Yes,College,Moderate,Male,64
15,Low,No,10,96,Low,Yes,Medium,Private,4,No,High School,Far,Male,62
20,Medium,Yes,7,95,High,Yes,Medium,Public,1,No,High School,Far,Male,66
24,Medium,No,4,56,Low,Yes,Low,Public,2,No,Postgraduate,Moderate,Female,71
19,High,Yes,10,67,Low,No,Medium,Public,6,No,Postgraduate,Near,Female,63
27,High,Yes,9,88,Medium,Yes,Low,Public,4,Yes,College,Near,Male,72
23,Medium,No,9,84,Low,Yes,High,Public,3,Yes,High School,Far,Female,71
7,Low,No,9,82,Low,Yes,Medium,Private,3,No,Postgraduate,Near,Female,61
17,Medium,Yes,10,100,Medium,Yes,Low,Public,2,No,Postgraduate,Near,Female,71
17,Medium,No,5,67,Low,Yes,Medium,Private,4,No,Postgraduate,Far,Male,69
23,Medium,Yes,6,76,Low,Yes,Low,Public,3,No,,Near,Male,74
4,Medium,Yes,6,99,Medium,Yes,Medium,Public,2,No,High School,Moderate,Male,61
35,Medium,No,6,85,High,Yes,Medium,Private,2,No,High School,Moderate,Male,68
23,Medium,Yes,7,82,High,Yes,Medium,Public,2,No,High School,Near,Male,67
21,High,No,6,58,Medium,Yes,High,Private,4,No,College,Near,Male,70
27,Medium,No,5,62,Medium,Yes,Low,Public,3,No,High School,Near,Male,69
34,Medium,No,6,69,High,Yes,Low,Private,2,No,College,Moderate,Male,72
25,Medium,Yes,7,73,Medium,Yes,Medium,Public,2,No,High School,Near,Male,66
26,Medium,No,9,75,Medium,Yes,Medium,Public,3,No,High School,Near,Male,67
21,Medium,No,6,95,High,Yes,High,Public,2,No,High School,Far,Female,70
19,Medium,Yes,8,55,Medium,Yes,Medium,Private,4,Yes,Postgraduate,Near,Male,68
17,Low,Yes,5,62,High,Yes,Medium,Private,2,No,College,Near,Female,68
15,Medium,No,4,57,High,Yes,Medium,Public,2,No,High School,Near,Female,65
16,Medium,Yes,7,87,Medium,Yes,Low,Public,3,No,College,Near,Female,63
12,Low,Yes,6,99,High,Yes,Low,Public,4,No,College,Far,Female,62
20,Medium,Yes,6,95,Medium,Yes,Low,Public,4,No,High School,Near,Female,66
10,Medium,Yes,6,86,Medium,Yes,Medium,Public,2,Yes,Postgraduate,Near,Male,62
21,Low,Yes,6,51,Low,Yes,High,Public,3,No,College,Moderate,Female,61
20,Low,Yes,6,67,High,Yes,Medium,Private,4,Yes,College,Moderate,Female,63
21,Medium,Yes,6,93,Low,Yes,Medium,Private,3,No,,Near,Female,65
17,High,No,5,83,High,Yes,Low,Public,3,No,High School,Moderate,Male,64
38,High,Yes,4,60,Low,Yes,Low,Public,4,No,College,Moderate,Male,74
28,Low,Yes,4,73,Medium,Yes,High,Public,2,No,Postgraduate,Near,Female,70
13,Low,No,10,54,Low,Yes,Low,Public,2,No,,Moderate,Female,63
21,Low,No,7,76,Medium,Yes,High,Public,2,No,High School,Far,Female,68
16,Medium,Yes,9,95,Medium,Yes,Low,Public,2,No,College,Near,Male,69
14,Medium,Yes,7,52,High,Yes,Medium,Private,4,No,,Moderate,Male,70
12,Medium,Yes,7,81,Medium,Yes,High,Public,3,No,College,Far,Male,62
23,High,Yes,7,62,Medium,Yes,Medium,Private,2,No,Postgraduate,Moderate,Male,71
16,Medium,No,8,100,Low,Yes,Low,Public,1,No,,Near,Male,69
26,High,Yes,5,53,Low,Yes,Low,Public,2,No,High School,Near,Male,69
26,Low,Yes,6,81,High,Yes,Low,Public,3,Yes,College,Near,Male,68
28,Low,Yes,7,63,Low,Yes,Low,Public,2,No,High School,Near,Male,65
15,Medium,Yes,4,94,High,Yes,Medium,Private,5,No,High School,Far,Male,65
23,Low,Yes,9,56,Low,No,Medium,Public,4,No,High School,Near,Female,65
24,High,No,9,71,Medium,Yes,High,Public,3,No,High School,Near,Female,72
17,Medium,No,4,59,High,Yes,Low,Private,4,No,High School,Moderate,Female,63
15,Medium,Yes,6,90,High,No,High,Public,2,No,High School,Near,Male,68
30,Medium,Yes,7,68,Low,Yes,Medium,Public,3,No,College,Near,Female,72
21,Medium,Yes,8,59,Medium,Yes,Low,Private,2,No,High School,Near,Male,66
24,Low,No,9,86,High,Yes,Low,Public,3,No,College,Near,Female,71
15,Medium,Yes,6,91,Low,Yes,Medium,Public,3,No,College,Moderate,Female,67
13,Medium,No,10,73,Low,Yes,Low,Public,3,No,Postgraduate,Moderate,Male,61
17,High,Yes,7,69,Medium,Yes,Low,Private,2,No,High School,Near,Female,70
19,Medium,Yes,7,82,Low,No,Low,Public,3,No,College,Near,Male,64
14,Medium,Yes,8,83,Medium,Yes,Medium,Public,2,No,High School,Moderate,Male,64
20,Low,Yes,7,83,Medium,No,Low,Public,3,No,High School,Far,Female,68
10,High,No,7,64,High,Yes,Low,Private,3,No,Postgraduate,Near,Male,70
13,Low,Yes,10,97,High,Yes,Low,Public,3,No,College,Moderate,Male,65
24,High,No,7,61,Medium,Yes,Low,Private,2,No,High School,Near,Female,67
24,Medium,Yes,6,69,Medium,Yes,Low,Private,4,No,College,Near,Male,65
18,Low,Yes,6,64,Medium,Yes,Medium,Public,4,No,High School,Moderate,Female,65
14,Medium,Yes,9,97,Low,Yes,Low,Public,4,No,High School,Near,Female,65
14,High,Yes,8,91,High,Yes,Low,Public,2,No,High School,Near,Male,66
18,Medium,No,5,91,Low,Yes,Low,Public,4,Yes,High School,Near,Male,62
24,Medium,Yes,5,50,Low,Yes,Low,Public,2,No,High School,Near,Male,63
26,Low,Yes,7,84,Medium,Yes,Medium,Private,3,Yes,High School,Moderate,Male,63
17,Medium,Yes,8,62,Medium,Yes,Medium,Private,3,No,High School,Near,Male,70
13,Low,Yes,6,98,Medium,Yes,Medium,Private,4,No,High School,Near,Male,67
22,High,No,4,77,Low,Yes,High,Private,3,Yes,High School,Near,Male,66
15,High,No,5,78,Medium,Yes,Low,Public,2,No,High School,Moderate,Male,63
17,High,Yes,9,68,High,Yes,Low,Private,3,No,College,Near,Female,66
28,Low,No,8,77,Medium,Yes,Medium,Public,4,No,College,Moderate,Female,67
25,Medium,No,9,87,Low,Yes,Low,Private,1,No,Postgraduate,Moderate,Female,68
21,Low,Yes,9,78,Low,Yes,Medium,Public,2,Yes,High School,Far,Male,67
12,Medium,Yes,6,82,Medium,Yes,High,Public,2,No,High School,Far,Male,66
21,High,Yes,6,74,Medium,Yes,Medium,Public,4,No,High School,Near,Female,71
26,Medium,Yes,7,86,Medium,Yes,Low,Public,2,Yes,Postgraduate,Near,Male,69
18,High,Yes,8,95,High,Yes,Medium,Public,2,No,Postgraduate,Moderate,Male,72
28,High,Yes,9,53,Low,Yes,Low,Private,3,No,College,Moderate,Female,70
28,Medium,Yes,10,55,Medium,Yes,Medium,Private,3,No,High School,Near,Male,68
30,Medium,No,8,84,Medium,Yes,Low,Private,1,No,High School,Near,Male,68
22,Low,Yes,8,69,High,Yes,Low,Public,2,No,High School,Near,Female,67
24,Medium,No,10,64,Low,Yes,Low,Public,2,Yes,College,Far,Female,62
28,Medium,No,7,59,Low,Yes,Low,Public,3,No,Postgraduate,Far,Male,67
23,High,No,9,79,Medium,Yes,Medium,Public,2,No,Postgraduate,Near,Male,69
17,Medium,Yes,8,67,Medium,Yes,Low,Public,3,No,College,Near,Male,64
17,Medium,Yes,8,75,Medium,Yes,Low,Private,3,No,College,Near,Female,66
21,High,Yes,7,98,High,Yes,Low,Public,1,No,High School,Near,Male,69
12,High,No,5,88,High,Yes,Medium,Private,2,No,College,Moderate,Female,70
19,High,No,8,90,Low,Yes,Low,Public,3,No,College,Moderate,Female,69
27,Medium,Yes,8,56,Medium,Yes,Medium,Public,3,No,Postgraduate,Near,Male,72
7,Medium,Yes,6,66,Low,Yes,Low,Private,2,No,High School,Near,Female,61
29,Medium,No,7,55,High,Yes,Low,Private,4,No,High School,Near,Female,68
27,Medium,No,6,98,Low,Yes,Medium,Public,3,No,High School,Far,Male,68
17,Low,No,6,84,High,Yes,Medium,Private,3,No,High School,Near,Female,66
23,Medium,No,6,51,Medium,Yes,High,Public,2,No,College,Near,Male,65
20,High,Yes,5,74,Medium,Yes,Low,Public,4,No,College,Moderate,Female,66
27,Medium,No,6,63,Medium,Yes,High,Private,5,No,College,Moderate,Female,67
26,Medium,No,8,77,Medium,Yes,Medium,Private,2,No,College,Far,Male,68
12,Low,No,9,59,Low,Yes,High,Public,2,No,Postgraduate,Near,Female,67
24,Low,Yes,10,53,Medium,Yes,Medium,Public,3,Yes,College,Near,Female,63
19,Medium,No,6,66,Medium,Yes,Medium,Private,2,No,Postgraduate,Near,Male,64
20,Medium,No,9,65,High,Yes,Medium,Private,3,No,College,Far,Male,66
16,High,Yes,8,86,Medium,Yes,Low,Public,4,No,High School,Moderate,Male,69
30,Medium,Yes,7,74,Medium,Yes,High,Private,3,No,Postgraduate,Moderate,Male,70
